ID,author,year,language,temporal_period,n_stanzas,text,text_en
UP2449_1,Iya Kiva,2014.0,Ukrainian,2014_2021,1,"Всі ці численні «ми» та «вони»
Схожі на доісторичних істот,
Людей більше немає,
Імен немає,
Є лише займенники,
Невиразні займенники у множині,
Що пропагують смерть особистості,
Смерть однини,
Смерть одиниці,
Це ніби чути первісні колискові,
Звук випадний
поміж «и» та «и»,
Не розуміти приголосних,
Голосних вчити тваринну мову
В якості другої іноземної,
Модус вівенді простий:
Думки зачинити в навушники,
«Я не такий»
В сни вмонтувати,
Уникати рефренів,
Фейсбуків, мереж,
Меж, за якими смердюча луска,
Парою з рота писати на склі:
«Ми не риби, риби німі».
20/12/14","All these numerous 'we' and 'they'  
Resemble prehistoric creatures,  
Humans are no more,  
Names are no more,  
There art but pronouns,  
Vague pronouns in the plural,  
That do propagate the death of personality,  
The death of the singular,  
The death of the unit,  
'Tis as if to hear the primal lullabies,  
The sound accidental  
Amidst 'and' and 'and',  
To not understand the consonants,  
To teach the vowels the animal tongue  
As a second foreign language,  
The modus vivendi simple:  
To shut thoughts in headphones,  
'I am not such',  
To embed in dreams,  
To avoid refrains,  
Facebooks, networks,  
Boundaries, beyond which the stinking scales,  
To write with steam from the mouth upon the glass:  
'We are not fish, fish are mute.'"
UP2484_2,Iryna Shuvalova,2021.0,Ukrainian,2014_2021,1,"#шуваловірші
Art: Otto Marseus van Schrieck, 'Still Life with Snakes, Frogs, Mushrooms, Flowers and Butterflies'.
Нарешті осінь - і гооотика! 🙂","At last, autumn hath come - and gothic it is! 🙂"
UP2505_1,Iryna Shuvalova,2021.0,Ukrainian,2014_2021,1,"я забула
як у домі буває світло від снігу
наче десьде сліпучий янгол пройшов крізь кригу
розтопив її товщу собою повстав з ріки
вбраний в тіло зі світла і в грудях зірки зірки
так пройшов він крізь місиво міста війну відлигу
увійшов у мій дім став при ліжку торкнувсь руки
і стоїть посміхаючись мовчки
леткий як пісня
оберемок шумливих крил променистий вісник
що тримає вістку як гілку в тонких перстах
і танцює так само як білий вогонь на гілці
невимовне слово у янгола на вустах
так у дім увіходить сніг і нічні дерева
так гривасті сонця борюкаються як леви
біля босих і трохи змерзлих дитячих ніг
так у світі між бруду й болю стається диво
крізь опону небес прозирає зоря мінлива
і вогонь негасимий світить в руках моїх
———————————————————————————
#шуваловірші","I hath forgotten
how in the house doth light from snow appear,
as if somewhere a blinding angel hath passed through the ice,
melted its thickness with himself, arisen from the river,
clad in a body of light and in his breast stars, stars.
Thus he hath passed through the mishmash of the city, the war, the thaw,
entered into my house, stood by the bed, touched my hand,
and he standeth smiling silently,
light as a song,
a bundle of noisy wings, a radiant messenger,
that holdeth tidings as a branch in delicate fingers,
and danceth just as a white fire upon a bough.
An unspeakable word upon the angel's lips.
Thus doth snow enter the house and the night trees,
thus do the maned suns wrestle like lions
by the bare and somewhat frozen children's feet.
Thus in the world, amidst the filth and pain, a miracle doth occur,
through the veil of heaven doth a changing star peer,
and an unquenchable fire shineth in my hands."
UP2559_1,Artur Dron,2020.0,Ukrainian,2014_2021,5,"* * *
Перед тим, як розтане сніг.
Діставай перепустку і ключі.
Зрештою, все, що я міг,
написав тобі вчора вночі.

Перед тим, як він знову розтане.
У церкві сьогодні закрито.
Якщо тобі страшно стане,
не бійся мене розбудити.

Бо тут небезпечні заправки.
Тут кусаються тротуари.
І знов молоді аспірантки
утомлено йдуть на пари,

аби довго плакати вечорами
над серцем німим і розбитим.
Що б не було між нами.
Не бійся. Мене. Розбудити.

Сонце стало сьогодні стриманим.
Дим у шкіру і в губи в'ївся.
Не бійся і розбуди мене.
Розбуди мене. І не бійся.","Ere the snow doth melt away.  Draw forth thy pass and keys.  In the end, all that I could,  I did write to thee yesternight. // Ere it doth melt again.  In the church today it is closed.  If thou dost become afraid,  fear not to wake me. // For here be dangerous gas stations.  Here the sidewalks do bite.  And again young graduate students  do wearily go to classes, // that they may weep long in the evenings  o'er a heart mute and broken.  Whatsoever be between us.  Fear not. Wake. Me.  To wake. // The sun hath become restrained today.  Smoke hath seeped into skin and lips.  Fear not and wake me.  Wake me. And fear not."
UP364_1,Julia Musakovska,2014.0,Ukrainian,2014_2021,1,"Видавництво Старого Лева
August 11, 2014  · 
Вірш дня. Юлія-Ванда Мусаковська
*** 
чотири стіни, і глухо неначе в танку,
і це фіолетове плаття старе, як світ
воно пам’ятає перші наші світанки,
де липи, немов обурені пуританки,
до нас простягали кістляві долоні віт
чотири стіни, і фото заплющить очі,
бо парко, бо тисне у скроні йому картон
і я забуваюся… просто забути хочу
неголені щоки, зовсім дитячий почерк
на шиї родимку, погляд, зухвалий тон
чотири стіни – коробка з-під черевиків,
з місцевої флори й фауни – цвіль та міль
і пилом осядуть спогади на повіки…
нечувана річ – довіритись чоловіку
і Шляхом Чумацьким
пустити його
по сіль
Юлія-Ванда Мусаковська
«Вірш дня» - постійна рубрика у Блогах Старого Лева http://starylev.com.ua/index.php...","Four walls, and deaf as in a dance,  
And this violet dress, old as the world,  
It doth remember our first dawns,  
Where linden trees, as if offended Puritans,  
Did stretch to us their bony palms in the wind.  
Four walls, and a photo shall close thine eyes,  
For it is sultry, for it presseth upon his temples, cardboard,  
And I do forget myself… I simply wish to forget  
Unshaven cheeks, quite childlike handwriting  
Upon the neck, a birthmark, a gaze, a daring tone.  
Four walls – a box from under shoes,  
From local flora and fauna – mold and moth,  
And dust shall settle memories upon thine eyelids…  
An unheard thing – to trust a man  
And by the Chumak Way  
To let him  
Through salt."
UP374_1,Ivan Andrusiak,2014.0,Ukrainian,2014_2021,1,"Щоб трохи відволікти себе від оцієї тривоги...
*
так тихо
що крики чапель доносяться
аж від ріки
і навіть цвіркуни принишкли
і прислухаються
листя на деревах –
і те ані шелесне
аж доки місяць
великий
щокастий
проступить крізь хмару
й зітхне
тоді стрепенеться їжак у траві
крутне головою
струсить із голок дрімоту
і мов коняка
затупотить по стежці
направду немов коняка
аж тиша заусміхається","To divert myself a little from this anxiety...

So quietly
That the cries of the herons dost reach
Even from the river
And even the crickets have hushed
And dost listen
The leaves upon the trees –
Even they dost not rustle
Until the moon
Big
Chubby
Dost emerge through the cloud
And dost sigh
Then the hedgehog in the grass dost startle
Twisteth its head
Shaketh off the drowsiness from its spines
And like a little horse
Dost stomp upon the path
Indeed, like a little horse
Until the silence dost smile."
UP39_1,Kateryna Kalytko,2014.0,Ukrainian,2014_2021,1,"Тиждень за півжиття, дай напитися, Єреміє.
Що це гуде і дише в спину, як домна?
По винограді батьків діти так добре вміють
жити свою оскомину.
Зрощуй новий виноград, підпалюй лози віджилі.
Кожне коліно зламане, в кожному угніздилася
птаха Страх, і сотає собі на поживу жили.
Ось дорога води, іди.
Розвідка боєм і сліз кам’яний горох,
на якому навколішки діти стоять покаянно,
діти, забуті самі за високим порогом
з вогняними краями.
Опік – пароль, впізнавання своїх, що вийшли.
Руки пожежі ворушать міцними пальцями,
але діти ідуть по річках усе вище й вище,
загубившись безвісти, повертаються.
Полум’я не погасне, а проросте у стопи,
чорна земля переплавить морок на мирро,
доки долиною трупів і смертного попелу
нервом сіпнеться світла 
шнур землемірний.","A week doth pass for half a life, grant me to drink, Jeremiah. What doth hum and breathe behind, like a furnace? In the vineyard of fathers, children dost so well know how to live their own bitterness. Grow new grapes, set ablaze the withered vines. Each knee is broken, in each nest hath settled the bird of Fear, and it doth weave for itself sustenance from lives. Behold the road of water, go. Reconnaissance by battle and tears of stony pebbles, upon which children kneel in repentance, children, forgotten themselves beyond the high threshold with fiery edges. The burn is the password, the recognition of thine own, who hath gone forth. The hands of fire stir with strong fingers, yet the children dost walk upon rivers ever higher and higher, lost without a trace, they return. The flame shall not be quenched, but shall sprout in the feet, the black earth shall remelt the gloom into myrrh, until through the valley of corpses and death's ashes the nerve shall twitch with light, the measuring cord of the earth."
UP521_1,Serhiy Zhadan,2019.0,Ukrainian,2014_2021,7,"+ + +     
А що робить цей чоловік?
Пише вірші.

Розкладає їх при столі.
Доточує.

Ніби чинить дитяче взуття.

Саме вчасно 
сів за роботу.
Саме до речі.

Бо ось прийде зима.
І чоловіки візьмуться за вірші.
Перебиратимуть їх обережно,
перетрушуватимуть,
наче сухий тютюн.

Та й жінки теж
плакатимуть над ними,
загортатимуть вірші дбайливо,
мов дукачі.

Цінність вірша взимку зростає.
Особливо коли зима сувора.
Особливо коли мова тиха.
Особливо коли часи
несамовиті.","And what doth this man do? He writeth verses. // He spreadeth them upon the table. He addeth. // As if he repaireth a child's shoe. // Just in time he sat down to work. Just at the right moment. // For lo, winter shall come. And men shall take to verses. They shall sift them carefully, they shall shake them, as dry tobacco. // And women too shall weep over them, they shall wrap the verses carefully, like ducats. // The value of the verse doth increase in winter. Especially when winter is harsh. Especially when the speech is quiet. Especially when the times are frantic."
UP528_1,Serhiy Zhadan,2019.0,Ukrainian,2014_2021,1,"+ + +        
Були слова, якими я говорив про людей та їхні історії.
Були слова, якими я називав предмети в дитячих руках.
Були слова, якими я намагався пояснити свій страх – 
страх перед тишею, страх подорожнього, 
на якого ніхто не чекає вдома.
І ось тепер добираю слова, 
якими можна сказати про відстань.
Про простір відчуження, про географію забування.
Про те, як люди віддаляються одне від одного, 
ніби потоки повітря.
Про те, як обривається видих на оркестровій збивці ображеного серця.
Добираю слова на підтвердження того, 
як мало важить сказане нами.
Слова на пояснення того, 
як прослизає між звуків лисяча тінь мовчання.
Слухаю серед ночі дихання жінки, мов дихання часу.
Слухаю і повторюю слова про залежність і відданість.
Вихоплює око вірш, мов птаха з чорної граматики неба.
Вихоплює вигуки і зітхання в темряві хрестоматій.
Будь зі мною відвертою тією відвертістю,
якою прощаються з завчасно померлими.
Будь ніжною тією ніжністю,
з якою годують вуличних псів.
Кинуті в світі щедрот, напередодні свят,
кинуті з усією нашою непоступливістю,
вивчаємо заново прописи громадянства,
лишаємось у цій країні, наче у мові батьків.
Короткий перепочинок повітря над теплим материком.
Слово, на яке обертаєшся в тривожному натовпі.","There were words, by which I did speak of men and their histories. There were words, by which I did name objects in the hands of children. There were words, by which I did strive to explain mine own fear – fear of silence, fear of the traveler, to whom none doth await at home. And lo, now I do gather words, by which one may speak of distance. Of the space of estrangement, of the geography of forgetting. Of how men do distance themselves from one another, as if they were currents of air. Of how the exhalation doth break upon the orchestral beat of a wounded heart. I do gather words to confirm how little doth weigh that which we have spoken. Words to explain how the sly shadow of silence doth slip between sounds. I do listen in the night to the breath of a woman, as the breath of time. I do listen and repeat words of dependence and devotion. The poem doth snatch the eye, as a bird from the black grammar of the sky. It doth seize cries and sighs in the darkness of anthologies. Be thou with me in that frankness, with which one doth bid farewell to those who have died too soon. Be thou tender in that tenderness, with which they do feed the street dogs. Cast into the world of bounty, on the eve of feasts, cast with all our obstinacy, we do learn anew the scripts of citizenship, we remain in this land, as if in the tongue of our fathers. A brief respite of air above the warm continent. A word, to which thou dost turn in the anxious crowd. // The right to breathe, as if the right to speak. The beginning of a book, as if the beginning of rain."
UP581_1,Serhiy Zhadan,2021.0,Ukrainian,2014_2021,1,"БРЕХТ
Хто з поетів похований у цьому місті?
Хто з них лежить у міському ґрунті,
на рівні підземки,
на глибині водогону?
Поховані містом поети, 
Схожі на посаджені кущі,
схожі на коріння невидимих дерев.
Що виростає з такого коріння?
Стовбури світла, стебла гомону,
невидима крона гніву,
нечутний шурхіт іронії.
Добра туристична розвага – 
ховати поетів поруч із торгівельними центрами.
Поет має бути корисним навіть по смерті.
Не надто зручний за життя, 
колючий у театральному залі, 
ніби камінь у дитячій долоні, 
скандальний, наче птах, що залетів 
на кухню з літньої вулиці – 
тепер він нарешті приносить користь місту, 
приносить користь громаді, 
лежить у землі, 
озивається до перехожих:
підходьмо, підходьмо, поважна публіко, 
ставаймо врочисто на цвинтарну землю, 
згадуймо, відчайдушно згадуймо 
бодай якісь вірші, почуті в дитинстві. 
Що я говорив про вас за життя? 
Що ви злодії та негідники.","Who among poets art buried in this city?  Who among them doth lie in the city’s ground,  at the level of the underground,  at the depth of the aqueduct?  Buried by the city, poets,  like bushes that have been planted,  like the roots of invisible trees.  What dost grow from such roots?  Trunks of light, stems of murmur,  an invisible crown of wrath,  an inaudible rustle of irony.  A good tourist amusement –  to bury poets near the shopping centers.  A poet must be useful even in death.  Not too convenient in life,  prickly in the theatrical hall,  like a stone in a child’s palm,  scandalous, like a bird that hath flown  into the kitchen from the summer street –  now at last he bringeth benefit to the city,  bringeth benefit to the community,  lieth in the earth,  calleth to passersby:  come hither, come hither, esteemed public,  let us solemnly stand upon the cemetery ground,  let us remember, desperately remember  at least some verses, heard in childhood.  What did I say of thee in life?  That ye art thieves and scoundrels. // What did I promise thee upon thy death?  Quiet peace, eternal salvation.  Come hither, come hither to the shade of trees,  let us think upon the kingdom divine,  let us believe that poets spoke the truth  and that death is but a passage between floors,  a beam upon the sidewalk.  And people stand upon the old city cemeteries,  and they rejoice at the chance to read upon the stone a familiar name,  and cities conceal poets within themselves,  like adornments beneath clothing,  like mutilations.  And people stand beneath the high sky.  Such a high sky, almost invisible.  And bitter is it for them that death is so near,  and easy is it for them that death is not."
UP596_1,Ivan Andrusiak,2021.0,Ukrainian,2014_2021,1,"Річка Хитра
Я сльозу із мапи витру:
Не знаходжу річку Хитру.
Десь отут вона текла - 
Але раптом утекла!
Є річки мілкі й широкі, 
Повноводні і глибокі,
Плинуть швидко чи помалу - 
Та одна лиш схитрувала.
Вчора я їі почув
Після хитрого дощу:
Лив і лив він цілу нічку - 
І дзюркоче Хитра річка.
А сьогодні сонце блись -
Річка змилася кудись:
Може, подихами пари
Ген у небо, поміж хмари...
Я сльозу по мапі витру -
Ой, з‘явилась річка Хитра!
Треба мапу намочить - 
От вона і заблищить!","The river Cunning
I do wipe a tear from the map:
I find not the river Cunning.
Somewhere here it did flow -
But suddenly it hath fled!
There be rivers shallow and wide,
Full of water and deep,
They shall flow swiftly or slowly -
Yet one alone hath cunningly tricked.
Yesterday I did hear it
After the cunning rain:
It did pour and pour all the night -
And the Cunning river doth gurgle.
And today the sun doth shine -
The river hath washed away somewhere:
Perchance, by the breaths of steam
High into the sky, 'twixt the clouds...
I do wipe a tear from the map -
Oh, the river Cunning hath appeared!
The map must be soaked -
Lo, it shall sparkle!"
UP625_1,Kateryna Kalytko,2022.0,Ukrainian,post_2022,3,"Наче цукром земля іскриться: країна вже по Різдві.
Починається відлік із чистого та простого.
Де ти ходиш, із ким говориш, пекуча звістко?
У річок і домівок є їхні живі пороги,
в залізниці й лісу зі спільного є горизонт,
у кордону й порізу – затятість бездонно зяяти.
У казармі колядники. І чемні пси гарнізонні
під шумок випрошують 
кості й суп у хазяйок.
І примерзле прання поскрипує, наче це небеса
розвертають святочну сцену і важко дишуть.
Де ти був, обіцяний, і звідки ти нині сам? 
Не ходи цим шляхом ані комонно, ні пішо,
там такі сліди, що й чиї – не питай.
Краще з нами лишайся, навчи тривати до літа.
Дай-но нам торкнутися: шкіра твоя золота –
певно, бог сипонув на плечі тобі сухозліток.

І таким великим безсонням тепер неспокійна душа,
що я чую, тебе видивляючись із перевалу,
як вимова шиплячих зігріває ландшафт – 
наче гілка волога з полум'я раптом озвалась.

#люди_з_дієсловами","As sugar doth the earth sparkle: the land hath already passed the Christmas. The counting doth begin from the pure and simple. Where art thou walking, with whom dost thou speak, burning tidings? In the rivers and homes there be their living thresholds, in the railway and forest there is a common horizon, at the border and the cut – a fierce void doth yawn. In the barracks the carolers. And the polite garrison dogs do beg under the noise for bones and broth from the mistresses. And the frozen laundry doth creak, as if the heavens do unfold a festive scene and breathe heavily. Where hast thou been, promised one, and whence art thou now alone? Do not walk this path neither on horseback, nor on foot, for there be such tracks, that whose they are – do not ask. Better stay with us, teach us to endure till summer. Grant us to touch: thy skin is golden – surely, God hath sprinkled upon thy shoulders a dry flight."
UP672_1,Kateryna Kalytko,2022.0,Ukrainian,post_2022,11,"ПІДЗЕМНА ЄРУСАЛИМКА

І видно менору в освітленому вікні.
Ворушиться куля у балці, птахи у гніздах,
всі іскри майбутніх пожеж зачаїлися на горищах,
іще несміливі. Вночі тільки ти гориш.

З хоральної синагоги котяться співи кантора,
і хочеться заридати чи із дому тікати.
Ріка облизує острів і плине далі. 
Порізи глибокі. Тополі пірамідальні.

Пором занурився у річчине молоко
і часом стогне вві сні на усю околицю.
Собаки земні гавкотять на небесних псів.
Спочатку ніч глибока – захлинемось усі! –

а потім стає, як фольга, хрускотлива й срібна,
і люди в провулках в'юнкі, ошалілі риби.
В повітрі висить відчуття незбагненного дива.
Ти роззуваєшся. Потім заводиш годинника.

Знімаєш сорочку – і світло сягає горла.
Скрипучо зойкує ліжко. Я довго дивлюся вгору,
де тче маскувальну сітку старий павук.
З подвір'я в подвір'я нитками тягнуться звуки.

Там – важко дише старий із грудною жабою,
сідає на ліжку, на стінах тіні дрижать.
Таке тривожне літо – не жди добра.
А ніч іскриться. Не хочеться помирати.

Там – плаче дівчина, повторює знову й знову:
Ґедаль умовляв її і таки умовив.
І мати плаче, шитво лежить на колінах:
під серцем в доньки вишнева зав'язь, дитина.

...Дружину шевця турбує дивна луна.
Вона прислухається, довго не засинає,
співаючи колискову малому Янкелю.

Вгорі, на землі, над нами проходять танки.

2018","UNDERGROUND JERUSALEMITE // And the menorah is seen in the illuminated window.
A bullet stirs in the beam, birds in their nests,
All sparks of future fires have lain in wait in the attics,
Yet still timid. At night only thou dost burn. // From the choral synagogue roll the songs of the cantor,
And one doth wish to weep or to flee from home.
The river licks the island and flows further.
The cuts are deep. The poplars are pyramidical. // The ferry hath plunged into the river's milk
And at times doth groan in sleep throughout the whole vicinity.
Earthly dogs bark at the heavenly hounds.
At first the night is deep – we shall all drown! – // And then it becomes, like foil, crackling and silver,
And the people in the alleys are wriggling, mad fish.
In the air hangs the feeling of the unfathomable miracle.
Thou dost take off thy shoes. Then thou dost wind the clock. // Thou dost remove thy shirt – and the light reaches thy throat.
The bed creaks and moans. I dost gaze long upward,
Where an old spider weaves a camouflage net.
From yard to yard the sounds stretch forth like threads. // There – an old man doth breathe heavily with a chest frog,
He sits upon the bed, shadows tremble on the walls.
Such a troubling summer – expect not good.
And the night sparkles. One doth not wish to die. // There – a maiden weeps, repeating again and again:
Gedaliah persuaded her and indeed persuaded.
And the mother weeps, the embroidery lies upon her knees:
Under the heart of the daughter is a cherry blossom, a child. // ...The shoemaker's wife is troubled by a strange echo.
She listens, long doth not fall asleep,
Singing a lullaby to little Yankel. // Above, on the earth, above us pass the tanks. // 2018"
UP697_1,Julia Musakovska,2022.0,Ukrainian,post_2022,1,"Викопаємо землянку, заведемо козу,
буде нам клапоть двору, мовби віденський парк.
В ночі у роті виблискує місяця зуб,￼
кожного з нас до ранку перетворивши на згарок. 
Жменька теплого попелу, жменька сухих суниць. 
Наші маленькі радощі, наше велике горе.
Засмієшся – і ніби став байдужим і ницим.
Тиснеш руків'я лопати, наче вороже горло –
задихаюся, бо ввижається, що моє.
Глянь, незабудки розквітли на передпліччі.
Грім весняний – так забавляється Габріель
з нашими іменами у формі кличній.
Діти зчорнілого саду, випаленої дороги.
Як це тепер – класти у землю, аби зійшло?
Пити щодня молоко з присмаком крові,
поки вгорі кружляє тінь людолова.
Мостить гнізда на грушах – хоч виріж усі.
Стань до мене обличчям, тихий, немов трава.
Ніч промине. Ми ступимо по холодній росі.
Будемо розкошувати. Будемо виживати.
2015
(з книжки “Чоловіки, жінки і діти”)","We shall dig a dugout, we shall lead a goat,
there shall be for us a patch of yard, as if it were a Viennese park.
In the night, in the mouth doth sparkle the tooth of the moon,
each of us transformed by morning into a cinder.
A handful of warm ash, a handful of dry strawberries.
Our little joys, our great sorrow.
Thou dost laugh – and seemest as if thou hast become indifferent and base.
Thou dost press the handle of the spade, as if it were the throat of an enemy –
I gasp, for it doth seem that it is mine.
Look, forget-me-nots have bloomed upon the forearm.
The spring thunder – thus doth Gabriel amuse himself
with our names in the vocative form.
Children of the blackened orchard, of the burnt road.
How is it now – to lay in the earth, that it may sprout?
To drink each day milk with the taste of blood,
while above doth circle the shadow of the man-eater.
It doth build nests upon the pears – though thou cut down all.
Turn to me with thy face, quiet, as if thou wert grass.
The night shall pass. We shall step upon the cold dew.
We shall revel. We shall survive."
UP703_1,Kateryna Kalytko,2022.0,Ukrainian,post_2022,7,"Вечірня шкільна екскурсія до друкарні:
лоскітний запах фарби й металу,
світло в цехах масне, 
ніби суп на ребрах,
ротаційні машини і лінотип, 
щойно протертий ганчіркою,
подзвін, з яким розсипається 
тіло тексту,
вкрадена матриця у кишені – літера S,
ніби знак нескінченності,
вони ж самі казали, що латинки
майже не використовують. 
Не віриться, але нас і справді 
хотіли навчити такої праці – 
робити вперту свинцеву кирилицю 
продовженням власних пальців,
складати шпальту актуальних новин
у ритмі, не швидшому за серцебиття набірниці.

Все забуваю спитати, чи й тебе 
писати вчили спершу чорнильною ручкою 
у зошитах з каліграфії,
котра з прописних літер давалась тобі найважче,
чи лишав ти на аркушах ляпки, аби потім
вони проступали крізь промокальний папір
силуетами, що наближаються зі снігового поля – 
і спершу незрозуміло, 
чужі прийшли чи свої.

Навички світу, який минає.

На іншій шкільній екскурсії ми побачили,
як влаштовано хлібзавод, і випадково –
як черстві, аж кам'яні буханці перемелюють,
як сухарне борошно досипають до чистого.
Авжеж, дев'яності, нікому не було діла
до космогонії українського тіста,
до нашої кризи довіри.

І тепер, щоранку, коли 
чужі й свої з усього світу 
питають: ""Ну як там? Уже почалося?"" – чую 
непідробну цікавість до репертуару
жайворонків у час,
поки кухар вивчає рецепт пирога, 
у якому їх запікатиме. 
Але на цій землі
жайворонки тільки гніздяться в житах
і співають над ними, злітаючи по спіралі,
не лягають ніколи начинкою 
у тісто чуже, котре не вміє й дихати.
Немає такої традиції.

Пояснити можливо не все.
Коли ж намагаюся – 
складаю рядки по літері, 
як операторка лінотипу.
Розставляю слова як належить – дзеркально. 
Ніби все спочатку –
абетки свинцеве борошно.
Віддрукований аркуш гарячий, як свіжий хліб.
Та щоразу, щоразу лишається біла пляма,
і щоразу, щоразу хтось перепитує,
чорнильно проступаючи силуетом
крізь папір.

Думаю, справа у вкраденій літері.
Думаю, справді в ній.
Але я її загубила.","The evening school excursion to the printing house:
the pungent scent of paint and metal,
the light in the workshops greasy,
even as soup upon ribs,
the rotary machines and linotype,
just wiped with a cloth,
the chime with which the body of text doth scatter,
the stolen matrix in pocket – the letter S,
even as the sign of infinity,
they themselves did say that Latin letters
are hardly used at all.
I cannot believe, but they truly
did wish to teach us such labor –
to make obstinate lead Cyrillic
a continuation of our own fingers,
to compose the column of current news
in a rhythm not swifter than the heartbeat of the typesetter. // I do forget to ask all, dost thou
learned to write first with a fountain pen
in notebooks of calligraphy,
which of the capital letters was hardest for thee,
didst thou leave blots upon the sheets, that later
they did appear through the blotting paper
as silhouettes approaching from the snowy field –
and at first it is unclear,
whether strangers came or thine own. // The skills of a world that doth pass away. // On another school excursion we did see,
how a bread factory is arranged, and by chance –
how stale, even stony loaves are ground,
how the rusks' flour is added to the clean.
Indeed, the nineties, no one cared
for the cosmogony of Ukrainian dough,
for our crisis of trust. // And now, each morn, when
strangers and kin from all the world
do ask: ""How is it? Hast it begun?"" – I hear
a genuine curiosity for the repertoire
of skylarks in time,
while the cook doth study the recipe for pie,
in which he shall bake them.
But on this land
the skylarks only nest in the rye
and sing above them, soaring in spiral,
do not lie ever as filling
in foreign dough, which knoweth not how to breathe.
There is no such tradition. // To explain mayhap not all.
When I do strive –
I do compose lines letter by letter,
as a linotype operator.
I do arrange words as is proper – mirror-like.
Even as all at the beginning –
the lead flour of the alphabet.
The printed sheet is hot, as fresh bread.
Yet each time, each time there remaineth a white spot,
and each time, each time someone doth inquire,
inkily appearing as a silhouette
through the paper. // I do think, the matter is in the stolen letter.
I do think, truly in it.
But I have lost it."
UP776_9,Iryna Shuvalova,2022.0,Ukrainian,post_2022,9,"9. лютий
---------

ми думали перейти цей лютий
як будь-який інший місяць –
хіба коротший

перейти як переходять маленьку річку
день у день 
з каменя на камінь

постояти перейшовши
на зеленому березі весни

натомість ця ріка реве й хапає нас за ноги
така червона пінява слизька
воістину люта

по коліно в мороці
ми похапцем риштуємо плоти
наші підкочені холоші

важніють
наливаються

може перемогою
може смертю

---------","9. February
--------- // We did think to pass this February
As any other month –
Save for its brevity. // To pass as one doth pass a little river
Day by day
From stone to stone. // To stand after having passed
On the green shore of spring. // Instead, this river doth roar and grasp us by the feet
So red, foamy, and slippery
Verily fierce. // Knee-deep in the murk
We do hastily fashion rafts
Our rolled-up trousers. // They grow weighty
They do fill. // Perhaps with victory
Perhaps with death."
UP776_4,Iryna Shuvalova,2022.0,Ukrainian,post_2022,8,"4. дерев‘яні боги
------------------

що ви знали мої дерев‘яні боги
мої хитромудрі золоті лисиці

коли мій літак
залишав під собою
сіре чорне руде
листопадове поле під борисполем
дзеркальні латки осінньої води

що ви бачили
зі своєї запилюженої
книжкової полиці коли я
приносила вам
шишки листочки камінці
дякуючи за

я думала
нову роботу
успішний переїзд
нарешті видану візу
а виявилося

за вечір у якому ніхто не стріляє
за місто в яке не в‘їжджають танки
за те що ця майже-вісімнадцятирічка

не мусить нікого вбивати
не мусить гинути

-------------------------","4. wooden gods
------------------ // What ye knew of mine wooden gods,
Mine cunning golden foxes. // When mine airplane
Did leave beneath itself
The grey black red
November field beneath Boryspil,
The mirror-like patches of autumn water. // What ye saw
From thine dusty
Bookshelf when I
Did bring to thee
Cones leaves stones,
Thanking for // I did think
Of a new job,
A successful move,
At last a issued visa,
And it hath turned out // For an evening in which no one doth shoot,
For a city into which tanks do not enter,
For that this almost eighteen-year-old // Must not kill anyone,
Must not perish. // -------------------------"
UP803_4,Kateryna Kalytko,2022.0,Ukrainian,post_2022,1,"Відбудувати означає довіритись.
Ось несу 
свій камінь, ось кладу
поруч твого. На чому вони триматимуться?
Світ – колоїдний розчин, первісний
бульйон із молекул
між двома етапами творення,
переназивання.
Наші стіни звиваються, рухаються, ніби
зводимо їх на спині великого змія.
Першим відбудувати дім твого сміху, прогрітий, освітлений,
легкість, свободу
підняти одразу цілком, прийняти
всього тебе у себе. І тому я стою,
тримаю щосили рухомі камені,
поки ти пішов 
по наступні.
#скляні_коліна","To rebuild doth mean to trust. Behold, I carry mine own stone, behold, I lay it beside thine. Upon what shall they rest? The world is a colloidal solution, a primordial broth of molecules between two stages of creation, renaming. Our walls do twist and move, as if we raise them upon the back of a great serpent. First, to rebuild the house of thy laughter, warmed, illuminated, to lift lightness and freedom all at once, to embrace all of thee within myself. And thus I stand, holding with all my might the moving stones, whilst thou hast gone for the next."
UP9_2,Oleksandr Irvanets,2014.0,Ukrainian,2014_2021,1,"А все ж таки в Європі, у Європоньці, 
Та трохи краще, ніж сидіти в копанці...","Yet all the same in Europe, in little Europe,  
'Tis somewhat better than to sit in a pit..."
